review_rank,priority_score,dataset_name,validation_status,issue_id,paper_title,assistant_label,assistant_confidence,evidence_source,support_count,support_models,model_snapshot,risk_flags,review_action,evidence_span,review_excerpt,aligned_response_excerpt,revision_summary
49,10,NeurIPS 2024 limit100 active frontier,provisional_assistant_adjudication_not_human_validation,Yu7H8ZOuI2__r02,Sample-Efficient Geometry Reconstruction from Euclidean Distances using Non-Convex Optimization,unresolved,low_medium,aligned_response_excerpt,2,"mpnet,issue_ledger",issue_ledger=unresolved; modernbert=fixed; mpnet=unresolved; structured=fixed; tfidf=partially_fixed,high_model_disagreement,Check whether aligned response or revision summary contains a concrete fix that should change the label.,"We appreciate your constructive and very detailed feedback to our submission. A point-by-point response and clarification regarding your comments follows below. **Weaknesses** > 1. The paper compares the proposed method with a few state-of-the-art algorithms. Including more diverse comparisons, particularly with newer methods covered in the existing literature, would provide a more comprehensive evaluation. We tried...","[weaknesses] 1. The paper compares the proposed method with a few state-of-the-art algorithms. Including more diverse comparisons, particularly with newer methods covered in the existing literature, would provide a more comprehensive...",We appreciate your constructive and very detailed feedback to our submission. A point-by-point response and clarification regarding your comments follows below. **Weaknesses** > 1. The paper compares the proposed method with a few...,"We appreciate your constructive reviews our submission. We address your questions below. > While number of steps/time to convergence is shown for ill-conditioned matrix experiments, they are not shown for real data experiments. How much..."
50,10,NeurIPS 2024 limit100 active frontier,provisional_assistant_adjudication_not_human_validation,hGgkdFF2hR__r02,Low-Rank Optimal Transport through Factor Relaxation with Latent Coupling,unresolved,low_medium,aligned_response_excerpt,2,"mpnet,issue_ledger",issue_ledger=unresolved; modernbert=fixed; mpnet=unresolved; structured=fixed; tfidf=partially_fixed,high_model_disagreement,Check whether aligned response or revision summary contains a concrete fix that should change the label.,"We thank reviewer pnTm for their careful reading of our work, and for their feedback. > While the empirical results are good, the paper could benefit from more extensive comparisons with additional baseline methods to solidify the claims of superiority. The only OT methods solving for a low-rank plan that we are aware of are Factored Coupling [Forrow et al. (2019)](http://proceedings.mlr.press/v89/forrow19a), LOT...","[weaknesses] While the empirical results are good, the paper could benefit from more extensive comparisons with additional baseline methods to solidify the claims of superiority. The theoretical results are limited in that, even though...","We thank reviewer pnTm for their careful reading of our work, and for their feedback. > While the empirical results are good, the paper could benefit from more extensive comparisons with additional baseline methods to solidify the claims...","We thank reviewer pnTm for their careful reading of our work, and for their feedback. > While the empirical results are good, the paper could benefit from more extensive comparisons with additional baseline methods to solidify the claims..."
51,10,NeurIPS 2024 limit100 active frontier,provisional_assistant_adjudication_not_human_validation,lwpfH9wVkO__r02,Controlling Multiple Errors Simultaneously with a PAC-Bayes Bound,unresolved,low_medium,aligned_response_excerpt,2,"mpnet,issue_ledger",issue_ledger=unresolved; modernbert=fixed; mpnet=unresolved; structured=fixed; tfidf=partially_fixed,high_model_disagreement,Check whether aligned response or revision summary contains a concrete fix that should change the label.,"Thank you kindly for taking the time to carefully review our paper. Thank you especially for pointing out the unfortunate omission of Wu, Y. S., & Seldin, Y. (2022) from our related work section! The paper is indeed very related and we have now incorporated a discussion of it into our paper. As for the main contributions of our paper, we emphasise that these are **Theorems 1 and 2**, not Proposition 4. We hope that...",[weaknesses] 1- The proof techniques and the main contribution (Proposition 4) are straightforward extensions of scalar kl-bounds to the multidimensional case. I fear this contribution alone might not be significant enough. 2- The...,"Thank you kindly for taking the time to carefully review our paper. Thank you especially for pointing out the unfortunate omission of Wu, Y. S., & Seldin, Y. (2022) from our related work section! The paper is indeed very related and we...","Thank you kindly for taking the time to carefully review our paper. Thank you especially for pointing out the unfortunate omission of Wu, Y. S., & Seldin, Y. (2022) from our related work section! The paper is indeed very related and we..."
52,10,NeurIPS 2024 limit100 active frontier,provisional_assistant_adjudication_not_human_validation,lwpfH9wVkO__r04,Controlling Multiple Errors Simultaneously with a PAC-Bayes Bound,unresolved,low_medium,aligned_response_excerpt,2,"mpnet,issue_ledger",issue_ledger=unresolved; modernbert=fixed; mpnet=unresolved; structured=fixed; tfidf=partially_fixed,high_model_disagreement,Check whether aligned response or revision summary contains a concrete fix that should change the label.,"Thank you so much for your thorough review and many insightful comments! We are especially glad you find our results creative and the paper well-written. You mention the paper would be better motivated by an explicit example showing the utility of our method above existing ones. We did not initially believe a comparison to existing methods could be made, since - existing methods bound simply the error rate (lumping...",[weaknesses] - The framework considered would be better motivated by providing a specific example (ideally with an experiment) indicating the usefulness of the method (and illustrating why existing approaches with a union bound are...,Thank you so much for your thorough review and many insightful comments! We are especially glad you find our results creative and the paper well-written. You mention the paper would be better motivated by an explicit example showing the...,"Thank you kindly for taking the time to carefully review our paper. Thank you especially for pointing out the unfortunate omission of Wu, Y. S., & Seldin, Y. (2022) from our related work section! The paper is indeed very related and we..."
53,10,NeurIPS 2024 limit100 active frontier,provisional_assistant_adjudication_not_human_validation,owuEcT6BTl__r01,Emergence of Hidden Capabilities: Exploring Learning Dynamics in Concept Space,unresolved,low_medium,aligned_response_excerpt,2,"mpnet,issue_ledger",issue_ledger=unresolved; modernbert=fixed; mpnet=unresolved; structured=fixed; tfidf=partially_fixed,high_model_disagreement,Check whether aligned response or revision summary contains a concrete fix that should change the label.,"Dear reviewer cQgr, We thank the reviewer for their detailed feedback. We are excited that you found our work provides a novel lens for analyzing learning dynamics of diffusion models, yielding claims that are interesting, clear, and well-backed. In response, we have added:\ (i) A major experiment on CelebA generalizing our findings to more realistic data, Fig. R1\ (ii) A test on Stable Diffusion v2.1(SD), Fig R2b\...",[weaknesses] Significance: - Overall the setup is too simplistic to have the claims be transferable to a broader set of generative models or even diffusion models. All the experiments use a simplified synthetic dataset with 2D objects and...,"Dear reviewer cQgr, We thank the reviewer for their detailed feedback. We are excited that you found our work provides a novel lens for analyzing learning dynamics of diffusion models, yielding claims that are interesting, clear, and...","Dear Reviewers, We would like to thank the reviewers for their thoughtful feedback and for recognizing the value of our work. We are pleased that all reviewers found our main contributions, particularly the introduction of the “concept..."
54,10,NeurIPS 2024 limit100 active frontier,provisional_assistant_adjudication_not_human_validation,owuEcT6BTl__r04,Emergence of Hidden Capabilities: Exploring Learning Dynamics in Concept Space,unresolved,low_medium,aligned_response_excerpt,2,"mpnet,issue_ledger",issue_ledger=unresolved; modernbert=fixed; mpnet=unresolved; structured=fixed; tfidf=partially_fixed,high_model_disagreement,Check whether aligned response or revision summary contains a concrete fix that should change the label.,"Dear reviewer o8es, Thank you so much for thoroughly understanding, and positively evaluating our work. We are glad to hear that you enjoyed our work, and found all of our three main findings to be “quite novel and could provide many insights to the community”. We thank you also for your very insightful and actionable suggestions to robustify our claims. In response to your thoughtful suggestions, we addressed your...","[weaknesses] - In Section 3, it is a little hard to understand the relationships between different variables and functions. A diagram like Figure 1 in [2] might be helpful. - Although the experiments and analysis of the paper are very...","Dear reviewer o8es, Thank you so much for thoroughly understanding, and positively evaluating our work. We are glad to hear that you enjoyed our work, and found all of our three main findings to be “quite novel and could provide many...","Dear Reviewers, We would like to thank the reviewers for their thoughtful feedback and for recognizing the value of our work. We are pleased that all reviewers found our main contributions, particularly the introduction of the “concept..."
55,10,NeurIPS 2024 limit100 active frontier,provisional_assistant_adjudication_not_human_validation,wDirCeTIoz__r03,Communication Efficient Distributed Training with Distributed Lion,unresolved,low_medium,aligned_response_excerpt,2,"mpnet,issue_ledger",issue_ledger=unresolved; modernbert=fixed; mpnet=unresolved; structured=fixed; tfidf=partially_fixed,high_model_disagreement,Check whether aligned response or revision summary contains a concrete fix that should change the label.,"**1. Comparison to quantization methods.** The actual update on each worker is actually not the gradient, but rather the Lion’s update (the sign() plus weight decay). To our knowledge, the quantization methods often quantize the gradients before feeding the quantized gradient to the optimizer. In our case, the sign() operation is applied to the reweighted momentum, which is computed using exact gradients. Moreover,...","[weaknesses] 1. The actual updating on local worker parameters is gradients, while the communicated message is signs. While the theoretical analysis shows this updating can guarantee the convergence, the actual updating style looks like...","**1. Comparison to quantization methods.** The actual update on each worker is actually not the gradient, but rather the Lion’s update (the sign() plus weight decay). To our knowledge, the quantization methods often quantize the gradients...","We sincerely thank the reviewers for their valuable feedback. In the following, we provide the general response and address individual concerns separately in individual responses. **1. Wall-clock time comparison.** Several reviewers have..."
56,10,NeurIPS 2024 limit100 active frontier,provisional_assistant_adjudication_not_human_validation,IfZwSRpqHl__r03,Dynamic Rescaling for Training GNNs,unresolved,medium,aligned_response_excerpt,3,"modernbert,issue_ledger,structured",issue_ledger=unresolved; modernbert=unresolved; mpnet=fixed; structured=unresolved; tfidf=partially_fixed,high_model_disagreement,Check whether aligned response or revision summary contains a concrete fix that should change the label.,We thank the reviewers for their encouraging comments and constructive suggestions that we have incorporated to improve the paper. We jointly answer some key common questions of the reviewers here in two parts regarding i) additional insights and ii) limitations. **Further insights and additional experiments:** 1. We discover trends regarding homophily and heterophily in the training dynamics of GATs. *...,"[weaknesses] - From algorithimic side, my main concern is that the proposed dynamical scaling does not induce a consistent improvement over the tasks the authors have considered. This brings the skeptism whether this strategy works or not....",We thank the reviewers for their encouraging comments and constructive suggestions that we have incorporated to improve the paper. We jointly answer some key common questions of the reviewers here in two parts regarding i) additional...,"Thank you for your response. As the reviewer has acknowledged our point-by-point answers to the questions that were put forth as a guideline for us to enhance the readability, and will eventually be included in the revised version of the..."
57,10,NeurIPS 2024 limit100 active frontier,provisional_assistant_adjudication_not_human_validation,JO6T4rEJ32__r03,Binding in hippocampal-entorhinal circuits enables compositionality in cognitive maps,unresolved,medium,aligned_response_excerpt,3,"mpnet,issue_ledger,structured",issue_ledger=unresolved; modernbert=fixed; mpnet=unresolved; structured=unresolved; tfidf=partially_fixed,high_model_disagreement,Check whether aligned response or revision summary contains a concrete fix that should change the label.,"Thank you for your accurate summary of our work and fair assessment of its strengths, weaknesses, and limitations. We appreciate that you found the ideas to be interesting and comprehensive. We agree that our modeling approach is ""relatively high-level"", and that such an approach comes with strengths and weaknesses. We would emphasize that our motivation for this abstraction is to include all of the components of...","[weaknesses] While theoretically valuable, the approach remains relatively high-level without a realistic evaluation and comparison with behavioral or neural data. [questions] Can you clarify what you mean by ""carry-free"" hexagonal coding?...","Thank you for your accurate summary of our work and fair assessment of its strengths, weaknesses, and limitations. We appreciate that you found the ideas to be interesting and comprehensive. We agree that our modeling approach is...","Thank you very much for your thoughtful review and accurate summary of its main points. We concur that the strengths listed: theory (proofs and experimental validation) for every part of the RNS model, in addition to testable hypotheses..."
58,10,NeurIPS 2024 limit100 active frontier,provisional_assistant_adjudication_not_human_validation,LxxIiInmuF__r01,Paths to Equilibrium in Games,unresolved,medium,aligned_response_excerpt,3,"modernbert,issue_ledger,structured",issue_ledger=unresolved; modernbert=unresolved; mpnet=fixed; structured=unresolved; tfidf=partially_fixed,high_model_disagreement,Check whether aligned response or revision summary contains a concrete fix that should change the label.,"1. Our theoretical results have some practical consequences for MARL algorithms. First, they can be used to justify and analyze existing algorithms (such as those of references [19], [20], [33], and others) beyond the narrower classes of games for which they were designed. Second, our results inform algorithm design in MARL to break cycles, as described in Lines 298-308 of our paper. In particular, one can combine...","[weaknesses] 1. The paper is theoretical, and it's unclear how the insights would translate into practical MARL algorithms without empirical validation. [questions] 1. How can the theoretical results be practically implemented in MARL...","1. Our theoretical results have some practical consequences for MARL algorithms. First, they can be used to justify and analyze existing algorithms (such as those of references [19], [20], [33], and others) beyond the narrower classes of...","Thank you for your engaged reading and review of our paper! Our aim with the original wording at the beginning of Section 3.2 was to contrast approaches based on satisficing with approaches based (for instance) on best responding, where in..."
59,10,NeurIPS 2024 limit100 active frontier,provisional_assistant_adjudication_not_human_validation,NfOFbPpYII__r02,Non-asymptotic Convergence of Training Transformers for Next-token Prediction,unresolved,medium,aligned_response_excerpt,3,"modernbert,issue_ledger,structured",issue_ledger=unresolved; modernbert=unresolved; mpnet=fixed; structured=unresolved; tfidf=partially_fixed,high_model_disagreement,Check whether aligned response or revision summary contains a concrete fix that should change the label.,"We thank the reviewer for the helpful comments, and would like to provide the following responses. **Q1:** Some of the mathematical concepts, particularly the query-dependent partial orders, are complex and could be better explained. **A1:** We appreciate the feedback on the complexity of the mathematical concepts. To address this, we will provide more intuitive explanations and examples in the revised manuscript....","[weaknesses] 1. Some of the mathematical concepts, particularly the query-dependent partial orders, are complex and could be better explained. 2. While the theoretical results are strong, additional empirical studies, particularly on...","We thank the reviewer for the helpful comments, and would like to provide the following responses. **Q1:** Some of the mathematical concepts, particularly the query-dependent partial orders, are complex and could be better explained....","We thank the reviewer for the helpful comments, and would like to provide the following responses. **Q1:** Some of the mathematical concepts, particularly the query-dependent partial orders, are complex and could be better explained...."
60,10,NeurIPS 2024 limit100 active frontier,provisional_assistant_adjudication_not_human_validation,qOSFiJdVkZ__r01,Continual learning with the neural tangent ensemble,unresolved,medium,aligned_response_excerpt,3,"modernbert,issue_ledger,structured",issue_ledger=unresolved; modernbert=unresolved; mpnet=fixed; structured=unresolved; tfidf=partially_fixed,high_model_disagreement,Check whether aligned response or revision summary contains a concrete fix that should change the label.,"Thank you for your review and recognition of the novelty of our work. We would like to clarify some points raised under the weakness section before addressing specific questions. The first two bullet points raised the possibility that, although the infinite-width limit does not forget past tasks, this might not be overly surprising because networks in this limit do not learn much anyways. We partially agree, but in...","[weaknesses] - It is unclear to me, under the Neural Tangent Ensemble theory, how far can the model change from the initialization, if the model is not changing too much, then it is not surprising that the model is not forgetting, since it...","Thank you for your review and recognition of the novelty of our work. We would like to clarify some points raised under the weakness section before addressing specific questions. The first two bullet points raised the possibility that,...","For Q1 and Q2, there are really two possible statements in question. The first is whether a particular network at any single moment in time can be seen as an ensemble of valid classifiers. Theorem 1 describes how this is always the case as..."
61,0,NeurIPS 2024 limit100 active frontier,provisional_assistant_adjudication_not_human_validation,B3rZZRALhk__r02,On improved Conditioning Mechanisms and Pre-training Strategies for Diffusion Models,unresolved,low_medium,aligned_response_excerpt,2,"mpnet,issue_ledger",issue_ledger=unresolved; modernbert=partially_fixed; mpnet=unresolved; structured=partially_fixed; tfidf=partially_fixed,,Check whether aligned response or revision summary contains a concrete fix that should change the label.,"We appreciate the thorough feedback. In the following we address it: - **Design choices** - **Noisy replicate padding has minor impact.** In addition to slightly improving the FID and CLIPScore (0.54 and 0.58, respectively), the added noisy replicate can serve as a regularizer with no added cost during training. The intuition is that it disincentivizes the model from ignoring the later copies in the attention, as it...","[weaknesses] 1. Unorganized Experiment Result Presentation - One of the key results of this study is Imagenet-1K FID 1.59, CC12M FID 6.79, and 8.64. - However, it is difficult to understand how each element claimed by this study...","We appreciate the thorough feedback. In the following we address it: - **Design choices** - **Noisy replicate padding has minor impact.** In addition to slightly improving the FID and CLIPScore (0.54 and 0.58, respectively), the added...","We appreciate the thorough feedback. In the following we address it: - **Design choices** - **Noisy replicate padding has minor impact.** In addition to slightly improving the FID and CLIPScore (0.54 and 0.58, respectively), the added..."
62,0,NeurIPS 2024 limit100 active frontier,provisional_assistant_adjudication_not_human_validation,JO6T4rEJ32__r01,Binding in hippocampal-entorhinal circuits enables compositionality in cognitive maps,unresolved,low_medium,aligned_response_excerpt,2,"mpnet,issue_ledger",issue_ledger=unresolved; modernbert=partially_fixed; mpnet=unresolved; structured=partially_fixed; tfidf=partially_fixed,,Check whether aligned response or revision summary contains a concrete fix that should change the label.,"Thank you for accurately summarizing our study and capturing the core strengths of the paper. We appreciate your questions, as we think they get at the fundamental context surrounding the paper. We've done our best to address each of them fully and concisely below. >The model’s complexity might pose challenges for practical implementation and experimental validation in biological systems. - We provided code, which...","[weaknesses] The model’s complexity might pose challenges for practical implementation and experimental validation in biological systems. While the model is comprehensive, it remains a high-level abstraction of spiking neural circuits,...","Thank you for accurately summarizing our study and capturing the core strengths of the paper. We appreciate your questions, as we think they get at the fundamental context surrounding the paper. We've done our best to address each of them...","Thank you very much for your thoughtful review and accurate summary of its main points. We concur that the strengths listed: theory (proofs and experimental validation) for every part of the RNS model, in addition to testable hypotheses..."
63,0,NeurIPS 2024 limit100 active frontier,provisional_assistant_adjudication_not_human_validation,axW8xvQPkF__r01,Fairness in Social Influence Maximization via Optimal Transport,unresolved,low_medium,aligned_response_excerpt,2,"mpnet,issue_ledger",issue_ledger=unresolved; modernbert=partially_fixed; mpnet=unresolved; structured=partially_fixed; tfidf=partially_fixed,,Check whether aligned response or revision summary contains a concrete fix that should change the label.,"# W1 We agree that the multi-group case requires more detail. We will include a dedicated appendix. With $m$ groups, the outreach distribution is a distribution $\gamma$ on $[0,1]^m$. The reference distribution is again the ``ideal'' distribution $\gamma^\ast=\delta_{(1,\ldots,1)}$ which encodes the case in which all members of all groups receive the information. As for the transportation cost, we can define it to...","[weaknesses] **W1**: In this paper, the authors only consider $m=2$ groups and claim the framework is easily generalizable to more groups. I doubt about this in two aspects. On the one hand, the case would become much more complex (growing...","# W1 We agree that the multi-group case requires more detail. We will include a dedicated appendix. With $m$ groups, the outreach distribution is a distribution $\gamma$ on $[0,1]^m$. The reference distribution is again the ``ideal''...","# W1 We agree that the multi-group case requires more detail. We will include a dedicated appendix. With $m$ groups, the outreach distribution is a distribution $\gamma$ on $[0,1]^m$. The reference distribution is again the ``ideal''..."
64,0,NeurIPS 2024 limit100 active frontier,provisional_assistant_adjudication_not_human_validation,doaJTihgIZ__r01,Dynamics of Supervised and Reinforcement Learning in the Non-Linear Perceptron,unresolved,low_medium,aligned_response_excerpt,2,"mpnet,issue_ledger",issue_ledger=unresolved; modernbert=partially_fixed; mpnet=unresolved; structured=partially_fixed; tfidf=partially_fixed,,Check whether aligned response or revision summary contains a concrete fix that should change the label.,"We thank the reviewer for their feedback, but we disagree with their conclusion that our paper should not be accepted based on the fact that our theory is applied only to binary classification in a single-layer system. Indeed, according to the other reviewers, our work “addresses an important open question” (m7rp), and “This paper’s strengths are its impact and novelty… Because nonlinear perceptrons comprise the...",[weaknesses] The theory is tested only in binary classification task. [questions] Why is the probabilistic output is considered as reinforcement learning? It should be driven by reward signal. [summary] This paper analyzes the weight...,"We thank the reviewer for their feedback, but we disagree with their conclusion that our paper should not be accepted based on the fact that our theory is applied only to binary classification in a single-layer system. Indeed, according to...","We are grateful to the reviewers for their comments and suggestions on our work. We were encouraged by their recognition of the work’s novelty and impact, as well as its soundness and exposition. We have made numerous revisions to our..."
65,0,NeurIPS 2024 limit100 active frontier,provisional_assistant_adjudication_not_human_validation,doaJTihgIZ__r02,Dynamics of Supervised and Reinforcement Learning in the Non-Linear Perceptron,unresolved,low_medium,aligned_response_excerpt,2,"mpnet,issue_ledger",issue_ledger=unresolved; modernbert=partially_fixed; mpnet=unresolved; structured=partially_fixed; tfidf=partially_fixed,,Check whether aligned response or revision summary contains a concrete fix that should change the label.,"# Primary questions and comments - Flow equation derivation. In deriving our continuous-time flow equation, we don’t make a priori assumptions about the nature of the noise, but rather derive the FPE-like equation directly from the weight-update equation. Although this is not yet realized in the current work, a motivation for this approach is the non-Gaussian noise inherent in non-linear models even for Gaussian...",[weaknesses] In my view the paper’s primary weaknesses is its clarity. There are many points in the paper where equations are derived and the sub-steps are not thoroughly explained. This might be less of a problem in a physics or...,"# Primary questions and comments - Flow equation derivation. In deriving our continuous-time flow equation, we don’t make a priori assumptions about the nature of the noise, but rather derive the FPE-like equation directly from the...","We are grateful to the reviewers for their comments and suggestions on our work. We were encouraged by their recognition of the work’s novelty and impact, as well as its soundness and exposition. We have made numerous revisions to our..."
66,0,NeurIPS 2024 limit100 active frontier,provisional_assistant_adjudication_not_human_validation,doaJTihgIZ__r03,Dynamics of Supervised and Reinforcement Learning in the Non-Linear Perceptron,unresolved,low_medium,aligned_response_excerpt,2,"mpnet,issue_ledger",issue_ledger=unresolved; modernbert=partially_fixed; mpnet=unresolved; structured=partially_fixed; tfidf=partially_fixed,,Check whether aligned response or revision summary contains a concrete fix that should change the label.,"# Questions - Setting the weight covariance to zero. We found that Cov(w) approaches 0, which is equivalent to saying that all initial conditions $w^0$ converge to the same fixed point. Because the results mentioned above do not depend qualitatively on the initial condition, including Cov(w) > 0 would effectively average over an ensemble of trajectories w(t) with different initial conditions, which would give the...","[weaknesses] The work is seemingly presented as a general theory of learning in non-linear perceptrons; however, the assumptions are very strong and far from practical settings. The assumptions might even render the learning dynamics...","# Questions - Setting the weight covariance to zero. We found that Cov(w) approaches 0, which is equivalent to saying that all initial conditions $w^0$ converge to the same fixed point. Because the results mentioned above do not depend...","We are grateful to the reviewers for their comments and suggestions on our work. We were encouraged by their recognition of the work’s novelty and impact, as well as its soundness and exposition. We have made numerous revisions to our..."
67,0,NeurIPS 2024 limit100 active frontier,provisional_assistant_adjudication_not_human_validation,hB5NkiET32__r04,Detecting Bugs with Substantial Monetary Consequences by LLM and Rule-based Reasoning,unresolved,low_medium,aligned_response_excerpt,2,"modernbert,issue_ledger",issue_ledger=unresolved; modernbert=unresolved; mpnet=partially_fixed; structured=partially_fixed; tfidf=partially_fixed,,Check whether aligned response or revision summary contains a concrete fix that should change the label.,"## Response to Reviewer 2yGP ### Answers to Questions of Reviewer 2yGP **Q1. How were the rules derived?** &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;We are smart contract auditors with years of experience. We have studied many business models (and their variants). These rules are invariants (i.e., properties held across different business models) we manually summarized. We really appreciate the pointer to the inspiring...","[weaknesses] - The proposed approach's generalizability is not clearly proved. The evaluation of the new smart contact bug is rather minor, with only six true positive bugs. - The proposed technique uses GPT3.5-Turbo rather than LLM...",## Response to Reviewer 2yGP ### Answers to Questions of Reviewer 2yGP **Q1. How were the rules derived?** &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;We are smart contract auditors with years of experience. We have studied many business models...,"We thank all the reviewers for their time and insightful comments. ## Common Concerns **C1. Baselines** &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;According to [1] published in 2023, accounting bugs are beyond existing tools. That is why we did..."
68,0,NeurIPS 2024 limit100 active frontier,provisional_assistant_adjudication_not_human_validation,me1MpmENpw__r02,Semantics and Spatiality of Emergent Communication,unresolved,low_medium,aligned_response_excerpt,2,"modernbert,issue_ledger",issue_ledger=unresolved; modernbert=unresolved; mpnet=partially_fixed; structured=partially_fixed; tfidf=partially_fixed,,Check whether aligned response or revision summary contains a concrete fix that should change the label.,"Thank you for this insightful review. We are glad you have found the theoretical part innovative and well structured. Following your feedback and others, we have prepared some major modifications to be added in the next revision. We would now like to address your comments one by one. **Comment 1: The paper could benefit from additional experiments with more diverse datasets or more complex tasks to further validate...",[weaknesses] - The empirical validation using the MNIST dataset is a good start but may not fully capture the complexity of real-world applications. The paper could benefit from additional experiments with more diverse datasets or more...,"Thank you for this insightful review. We are glad you have found the theoretical part innovative and well structured. Following your feedback and others, we have prepared some major modifications to be added in the next revision. We would...","Thank you for this insightful review. We are glad you have found the theoretical part innovative and well structured. Following your feedback and others, we have prepared some major modifications to be added in the next revision. We would..."
69,0,NeurIPS 2024 limit100 active frontier,provisional_assistant_adjudication_not_human_validation,nw4TWuEPGx__r01,Discovering plasticity rules that organize and maintain neural circuits,unresolved,low_medium,aligned_response_excerpt,2,"mpnet,issue_ledger",issue_ledger=unresolved; modernbert=partially_fixed; mpnet=unresolved; structured=partially_fixed; tfidf=partially_fixed,,Check whether aligned response or revision summary contains a concrete fix that should change the label.,"We thank the reviewer for their careful reading of our paper and their comments. We agree with the reviewer that this promising methodology should be used to study the self-organization of other computational motifs, such as line and ring attractors, and we hope that this paper provides a path for doing so. We have added a line in the introduction highlighting this potential future direction. It reads: “Though the...","[weaknesses] One of the main limitations of the paper is that this very promising and flexible set-up is only applied to one very idiosyncratic task of elapsed time decoding. This is a very specific task, and not one that brains do...","We thank the reviewer for their careful reading of our paper and their comments. We agree with the reviewer that this promising methodology should be used to study the self-organization of other computational motifs, such as line and ring...","We thank the reviewer for their careful reading of our paper and their comments. We agree with the reviewer that this promising methodology should be used to study the self-organization of other computational motifs, such as line and ring..."
70,0,NeurIPS 2024 limit100 active frontier,provisional_assistant_adjudication_not_human_validation,nw4TWuEPGx__r02,Discovering plasticity rules that organize and maintain neural circuits,unresolved,low_medium,aligned_response_excerpt,2,"mpnet,issue_ledger",issue_ledger=unresolved; modernbert=partially_fixed; mpnet=unresolved; structured=partially_fixed; tfidf=partially_fixed,,Check whether aligned response or revision summary contains a concrete fix that should change the label.,"We thank all reviewers for their thoughtful feedback. We appreciate their overall support of the manuscript and their constructive criticism. Below, we address their major concerns. R1 and R4 noted that the paper lacked a demonstration that the learned plasticity rule accelerated the ability of the self-organized sequential dynamics to support supervised learning of a downstream output pattern. We chose to focus on...","[weaknesses] - Unclear novelty: there have been many studies that evolved plasticity rules using some form of evolutionary computation and biological plausible rules. In fact, evolution of Hebbian-like rules has been a popular area of...","We thank all reviewers for their thoughtful feedback. We appreciate their overall support of the manuscript and their constructive criticism. Below, we address their major concerns. R1 and R4 noted that the paper lacked a demonstration...","We thank the reviewer for their careful reading of our paper and their comments. We agree with the reviewer that this promising methodology should be used to study the self-organization of other computational motifs, such as line and ring..."
71,0,NeurIPS 2024 limit100 active frontier,provisional_assistant_adjudication_not_human_validation,nw4TWuEPGx__r03,Discovering plasticity rules that organize and maintain neural circuits,unresolved,low_medium,aligned_response_excerpt,2,"mpnet,issue_ledger",issue_ledger=unresolved; modernbert=partially_fixed; mpnet=unresolved; structured=partially_fixed; tfidf=partially_fixed,,Check whether aligned response or revision summary contains a concrete fix that should change the label.,"We thank all reviewers for their thoughtful feedback. We appreciate their overall support of the manuscript and their constructive criticism. Below, we address their major concerns. R1 and R4 noted that the paper lacked a demonstration that the learned plasticity rule accelerated the ability of the self-organized sequential dynamics to support supervised learning of a downstream output pattern. We chose to focus on...",[weaknesses] **Wiring vs plasticity**: It seems like an assumption of this work is that the sequence generating structure of HVC neural circuits emerges largely due to activity-dependent plasticity in a network with initially random...,"We thank all reviewers for their thoughtful feedback. We appreciate their overall support of the manuscript and their constructive criticism. Below, we address their major concerns. R1 and R4 noted that the paper lacked a demonstration...","We thank the reviewer for their careful reading of our paper and their comments. We agree with the reviewer that this promising methodology should be used to study the self-organization of other computational motifs, such as line and ring..."
72,0,NeurIPS 2024 limit100 active frontier,provisional_assistant_adjudication_not_human_validation,nw4TWuEPGx__r04,Discovering plasticity rules that organize and maintain neural circuits,unresolved,low_medium,aligned_response_excerpt,2,"mpnet,issue_ledger",issue_ledger=unresolved; modernbert=partially_fixed; mpnet=unresolved; structured=partially_fixed; tfidf=partially_fixed,,Check whether aligned response or revision summary contains a concrete fix that should change the label.,"We thank the reviewer for their careful evaluation of our manuscript. We have worked to address all comments and rewrite our paper accordingly. We now provide a rationale for why the second term in Eq. 4 loses its significance in the perturbed context. We have added the following to Sec. 2.2: “We additionally note that Eq. 6 does not contain $-x_i \tilde{x}_j$, which appeared in the reduced rule learned in the...","[weaknesses] The manuscript occasionally feels unfinished and rushed, particularly in section 2.3.1. The references to Figure 3 (blue circles, green stars?) and the lack of references to Figure 4 in the text were often frustrating....",We thank the reviewer for their careful evaluation of our manuscript. We have worked to address all comments and rewrite our paper accordingly. We now provide a rationale for why the second term in Eq. 4 loses its significance in the...,"We thank the reviewer for their careful reading of our paper and their comments. We agree with the reviewer that this promising methodology should be used to study the self-organization of other computational motifs, such as line and ring..."
